"","Card.Number","Date","flow","day"
"37327","3798002126",2017-09-19,"Gulf Host",3
"37328","3798002127",2017-09-19,"Seafex",3
"37329","3798002128",2017-09-19,"Seafex",3
"37330","3798002129",2017-09-19,"Seafex",3
"37331","3798002130",2017-09-19,"Yummex",3
"37332","3798002131",2017-09-19,"Gulf Host",3
"37333","3798002132",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37334","3798002133",2017-09-19,"Gulf Host-Yummex-Seafex",3
"37335","3798002134",2017-09-19,"Seafex-The Specialty Food Festival",3
"37336","3798002135",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37337","3798002136",2017-09-19,"Seafex-Crossover into Hotel / Leisure",3
"37338","3798002136",2017-09-20,"Seafex",4
"37339","3798002137",2017-09-19,"Seafex-The Specialty Food Festival-Yummex-Gulf Host-Yummex",3
"37340","3798002137",2017-09-20,"The Specialty Food Festival-Yummex-Crossover into Hotel / Leisure",4
"37341","3798002138",2017-09-19,"Gulf Host-Yummex-Seafex",3
"37342","3798002139",2017-09-19,"Gulf Host-Yummex-Seafex-Yummex",3
"37343","3798002140",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"37344","3798002141",2017-09-19,"Seafex",3
"37345","3798002142",2017-09-19,"Seafex",3
"37346","3798002143",2017-09-19,"Gulf Host",3
"37347","3798002144",2017-09-19,"Yummex",3
"37348","3798002145",2017-09-19,"Yummex-Gulf Host",3
"37349","3798002146",2017-09-19,"Yummex",3
"37350","3798002147",2017-09-19,"Gulf Host",3
"37351","3798002148",2017-09-19,"Gulf Host",3
"37352","3798002150",2017-09-19,"Gulf Host-Yummex",3
"37353","3798002151",2017-09-19,"Gulf Host-Yummex",3
"37354","3798002152",2017-09-19,"Gulf Host",3
"37355","3798002153",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37356","3798002154",2017-09-19,"Gulf Host",3
"37357","3798002155",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37358","3798002156",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37359","3798002157",2017-09-19,"Gulf Host",3
"37360","3798002158",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"37361","3798002159",2017-09-19,"Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"37362","3798002160",2017-09-19,"Gulf Host",3
"37363","3798002161",2017-09-19,"Yummex",3
"37364","3798002162",2017-09-19,"Yummex",3
"37365","3798002163",2017-09-19,"Seafex",3
"37366","3798002166",2017-09-19,"Gulf Host",3
"37367","3798002167",2017-09-19,"Seafex",3
"37368","3798002168",2017-09-19,"Gulf Host",3
"37369","3798002169",2017-09-19,"Gulf Host-Yummex",3
"37370","3798002170",2017-09-19,"Seafex-Crossover into Hotel / Leisure",3
"37371","3798002171",2017-09-19,"Gulf Host",3
"37372","3798002174",2017-09-19,"Gulf Host",3
"37373","3798002175",2017-09-19,"Seafex",3
"37374","3798002176",2017-09-19,"Gulf Host",3
"37375","3798002177",2017-09-19,"Seafex-Yummex",3
"37376","3798002178",2017-09-19,"Seafex",3
"37377","3798002179",2017-09-19,"Gulf Host",3
"37378","3798002179",2017-09-20,"Gulf Host",4
"37379","3798002180",2017-09-19,"Gulf Host-The Specialty Food Festival-Gulf Host",3
"37380","3798002181",2017-09-19,"Gulf Host",3
"37381","3798002182",2017-09-19,"Gulf Host",3
"37382","3798002183",2017-09-19,"Seafex",3
"37383","3798002184",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host",3
"37384","3798002185",2017-09-19,"Seafex",3
"37385","3798002186",2017-09-19,"Yummex-Gulf Host",3
"37386","3798002187",2017-09-19,"Gulf Host",3
"37387","3798002188",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"37388","3798002189",2017-09-19,"Yummex",3
"37389","3798002190",2017-09-19,"Yummex",3
"37390","3798002191",2017-09-19,"Seafex",3
"37391","3798002192",2017-09-19,"Gulf Host",3
"37392","3798002193",2017-09-19,"Yummex",3
"37393","3798002194",2017-09-19,"Seafex-Crossover into Hotel / Leisure-Seafex",3
"37394","3798002195",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Seafex",3
"37395","3798002196",2017-09-19,"Yummex",3
"37396","3798002196",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37397","3798002197",2017-09-19,"Yummex-Gulf Host",3
"37398","3798002198",2017-09-19,"Yummex",3
"37399","3798002199",2017-09-19,"Yummex",3
"37400","3798002199",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37401","3798002200",2017-09-19,"Yummex",3
"37402","3798002200",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37403","3798002201",2017-09-19,"Yummex",3
"37404","3798002202",2017-09-19,"Gulf Host",3
"37405","3798002202",2017-09-20,"Gulf Host",4
"37406","3798002203",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"37407","3798002204",2017-09-19,"Gulf Host",3
"37408","3798002205",2017-09-19,"Seafex-The Specialty Food Festival",3
"37409","3798002205",2017-09-20,"Seafex",4
"37410","3798002206",2017-09-19,"Yummex",3
"37411","3798002208",2017-09-19,"Gulf Host",3
"37412","3798002209",2017-09-19,"Seafex",3
"37413","3798002209",2017-09-20,"Seafex",4
"37414","3798002210",2017-09-19,"Yummex",3
"37415","3798002211",2017-09-19,"Seafex-Yummex",3
"37416","3798002212",2017-09-19,"Yummex",3
"37417","3798002213",2017-09-19,"Seafex-Yummex",3
"37418","3798002214",2017-09-19,"Seafex-Yummex",3
"37419","3798002215",2017-09-19,"Gulf Host",3
"37420","3798002216",2017-09-19,"Gulf Host",3
"37421","3798002217",2017-09-19,"The Specialty Food Festival",3
"37422","3798002218",2017-09-19,"Yummex",3
"37423","3798002219",2017-09-19,"Seafex",3
"37424","3798002220",2017-09-19,"The Specialty Food Festival",3
"37425","3798002221",2017-09-19,"Gulf Host",3
"37426","3798002221",2017-09-20,"Gulf Host",4
"37427","3798002222",2017-09-19,"Seafex",3
"37428","3798002223",2017-09-19,"Gulf Host",3
"37429","3798002224",2017-09-19,"The Specialty Food Festival",3
"37430","3798002224",2017-09-20,"Crossover into Hotel / Leisure",4
"37431","3798002225",2017-09-19,"The Specialty Food Festival",3
"37432","3798002226",2017-09-19,"Yummex",3
"37433","3798002227",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host",3
"37434","3798002228",2017-09-19,"Yummex-Gulf Host",3
"37435","3798002229",2017-09-19,"Seafex-Crossover into Hotel / Leisure-Yummex-Gulf Host-Crossover into Hotel / Leisure",3
"37436","3798002230",2017-09-19,"Gulf Host-Yummex",3
"37437","3798002231",2017-09-19,"Gulf Host-Yummex",3
"37438","3798002232",2017-09-19,"Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"37439","3798002233",2017-09-19,"Gulf Host",3
"37440","3798002234",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Seafex-Gulf Host",3
"37441","3798002235",2017-09-19,"The Specialty Food Festival",3
"37442","3798002236",2017-09-19,"Gulf Host",3
"37443","3798002236",2017-09-20,"Seafex",4
"37444","3798002237",2017-09-19,"Gulf Host",3
"37445","3798002238",2017-09-19,"The Specialty Food Festival",3
"37446","3798002239",2017-09-19,"Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"37447","3798002240",2017-09-19,"Gulf Host",3
"37448","3798002240",2017-09-20,"Yummex-Crossover into Hotel / Leisure",4
"37449","3798002241",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"37450","3798002242",2017-09-19,"Gulf Host",3
"37451","3798002243",2017-09-19,"Gulf Host",3
"37452","3798002244",2017-09-19,"Seafex",3
"37453","3798002245",2017-09-19,"Seafex",3
"37454","3798002246",2017-09-19,"Gulf Host",3
"37455","3798002247",2017-09-19,"The Specialty Food Festival",3
"37456","3798002248",2017-09-19,"Seafex",3
"37457","3798002249",2017-09-19,"Gulf Host",3
"37458","3798002250",2017-09-19,"The Specialty Food Festival",3
"37459","3798002251",2017-09-19,"Yummex",3
"37460","3798002252",2017-09-19,"Yummex",3
"37461","3798002253",2017-09-19,"Yummex-The Specialty Food Festival",3
"37462","3798002254",2017-09-19,"Gulf Host",3
"37463","3798002255",2017-09-19,"Seafex",3
"37464","3798002256",2017-09-19,"Yummex",3
"37465","3798002257",2017-09-19,"Seafex-Crossover into Hotel / Leisure",3
"37466","3798002258",2017-09-19,"Yummex",3
"37467","3798002259",2017-09-19,"Seafex",3
"37468","3798002259",2017-09-20,"Crossover into Hotel / Leisure",4
"37469","3798002260",2017-09-19,"Seafex-Gulf Host",3
"37470","3798002260",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37471","3798002261",2017-09-19,"Yummex",3
"37472","3798002262",2017-09-19,"Gulf Host",3
"37473","3798002263",2017-09-19,"Yummex",3
"37474","3798002264",2017-09-19,"Seafex",3
"37475","3798002265",2017-09-19,"Seafex-Crossover into Hotel / Leisure",3
"37476","3798002266",2017-09-19,"Seafex",3
"37477","3798002267",2017-09-19,"Seafex",3
"37478","3798002268",2017-09-19,"Gulf Host",3
"37479","3798002269",2017-09-19,"Yummex",3
"37480","3798002269",2017-09-20,"Yummex",4
"37481","3798002270",2017-09-19,"Yummex",3
"37482","3798002271",2017-09-19,"Yummex",3
"37483","3798002272",2017-09-19,"Seafex-Yummex-Gulf Host",3
"37484","3798002273",2017-09-19,"Seafex-Crossover into Hotel / Leisure",3
"37485","3798002275",2017-09-19,"Gulf Host",3
"37486","3798002275",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"37487","3798002276",2017-09-19,"Yummex-The Specialty Food Festival",3
"37488","3798002277",2017-09-19,"Gulf Host",3
"37489","3798002277",2017-09-20,"Gulf Host",4
"37490","3798002278",2017-09-19,"Yummex",3
"37491","3798002279",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37492","3798002281",2017-09-19,"Yummex",3
"37493","3798002282",2017-09-19,"Gulf Host",3
"37494","3798002283",2017-09-19,"Gulf Host-Yummex-Seafex",3
"37495","3798002284",2017-09-19,"Yummex",3
"37496","3798002284",2017-09-20,"Seafex",4
"37497","3798002286",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37498","3798002286",2017-09-20,"Gulf Host",4
"37499","3798002287",2017-09-19,"Seafex",3
"37500","3798002288",2017-09-19,"Seafex",3
"37501","3798002288",2017-09-20,"The Specialty Food Festival",4
"37502","3798002290",2017-09-19,"Yummex",3
"37503","3798002291",2017-09-19,"Yummex-Gulf Host",3
"37504","3798002292",2017-09-19,"Seafex-Yummex",3
"37505","3798002292",2017-09-20,"Seafex",4
"37506","3798002293",2017-09-19,"Gulf Host",3
"37507","3798002294",2017-09-19,"Gulf Host",3
"37508","3798002295",2017-09-19,"Gulf Host",3
"37509","3798002296",2017-09-19,"Gulf Host",3
"37510","3798002297",2017-09-19,"Seafex",3
"37511","3798002298",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37512","3798002299",2017-09-19,"Gulf Host",3
"37513","3798002300",2017-09-19,"Yummex",3
"37514","3798002301",2017-09-19,"Seafex",3
"37515","3798002302",2017-09-19,"Seafex",3
"37516","3798002303",2017-09-19,"Gulf Host",3
"37517","3798002304",2017-09-19,"Gulf Host",3
"37518","3798002305",2017-09-19,"Gulf Host",3
"37519","3798002306",2017-09-19,"Yummex",3
"37520","3798002307",2017-09-19,"Gulf Host",3
"37521","3798002308",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Yummex",3
"37522","3798002309",2017-09-19,"The Specialty Food Festival-Crossover into Hotel / Leisure",3
"37523","3798002310",2017-09-19,"Yummex-The Specialty Food Festival-Crossover into Hotel / Leisure",3
"37524","3798002311",2017-09-19,"Seafex",3
"37525","3798002312",2017-09-19,"Gulf Host",3
"37526","3798002313",2017-09-19,"Yummex",3
"37527","3798002314",2017-09-19,"Yummex",3
"37528","3798002315",2017-09-19,"Gulf Host-Yummex",3
"37529","3798002315",2017-09-20,"Yummex",4
"37530","3798002316",2017-09-19,"Gulf Host",3
"37531","3798002317",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37532","3798002318",2017-09-19,"Gulf Host",3
"37533","3798002319",2017-09-19,"Yummex",3
"37534","3798002320",2017-09-19,"Gulf Host-Yummex",3
"37535","3798002321",2017-09-19,"Seafex",3
"37536","3798002322",2017-09-19,"Seafex-Crossover into Hotel / Leisure",3
"37537","3798002322",2017-09-20,"Crossover into Hotel / Leisure-Seafex-Yummex-Crossover into Hotel / Leisure",4
"37538","3798002323",2017-09-19,"Seafex",3
"37539","3798002324",2017-09-19,"Gulf Host",3
"37540","3798002325",2017-09-19,"Gulf Host",3
"37541","3798002325",2017-09-20,"Gulf Host-Yummex-Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37542","3798002326",2017-09-19,"Yummex",3
"37543","3798002327",2017-09-19,"Gulf Host",3
"37544","3798002328",2017-09-19,"Yummex",3
"37545","3798002329",2017-09-19,"Yummex",3
"37546","3798002330",2017-09-19,"Gulf Host",3
"37547","3798002331",2017-09-19,"Gulf Host",3
"37548","3798002332",2017-09-19,"Gulf Host",3
"37549","3798002334",2017-09-19,"Seafex",3
"37550","3798002335",2017-09-19,"Yummex",3
"37551","3798002336",2017-09-19,"Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"37552","3798002337",2017-09-19,"Yummex-Gulf Host",3
"37553","3798002338",2017-09-19,"Gulf Host",3
"37554","3798002339",2017-09-19,"Yummex-The Specialty Food Festival",3
"37555","3798002340",2017-09-19,"Yummex",3
"37556","3798002341",2017-09-19,"Yummex",3
"37557","3798002342",2017-09-19,"Yummex",3
"37558","3798002343",2017-09-19,"Gulf Host",3
"37559","3798002343",2017-09-20,"The Specialty Food Festival-Crossover into Hotel / Leisure",4
"37560","3798002344",2017-09-19,"Yummex",3
"37561","3798002345",2017-09-19,"Seafex",3
"37562","3798002346",2017-09-19,"Seafex",3
"37563","3798002347",2017-09-19,"Gulf Host",3
"37564","3798002349",2017-09-20,"The Specialty Food Festival",4
"37565","3798002350",2017-09-19,"Seafex-Gulf Host",3
"37566","3798002351",2017-09-19,"Seafex",3
"37567","3798002351",2017-09-20,"Yummex",4
"37568","3798002352",2017-09-19,"Seafex-Gulf Host",3
"37569","3798002353",2017-09-19,"Yummex",3
"37570","3798002354",2017-09-19,"Yummex",3
"37571","3798002355",2017-09-19,"Gulf Host",3
"37572","3798002356",2017-09-19,"Gulf Host",3
"37573","3798002357",2017-09-19,"Gulf Host",3
"37574","3798002358",2017-09-19,"Gulf Host",3
"37575","3798002360",2017-09-19,"Gulf Host",3
"37576","3798002361",2017-09-19,"Gulf Host-Yummex",3
"37577","3798002361",2017-09-20,"Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37578","3798002363",2017-09-19,"Seafex",3
"37579","3798002363",2017-09-20,"The Specialty Food Festival",4
"37580","3798002364",2017-09-19,"Seafex-The Specialty Food Festival",3
"37581","3798002365",2017-09-19,"Gulf Host-Yummex",3
"37582","3798002366",2017-09-19,"Gulf Host-Yummex",3
"37583","3798002367",2017-09-19,"Gulf Host",3
"37584","3798002368",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"37585","3798002369",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37586","3798002370",2017-09-19,"Gulf Host-Yummex-Crossover into Hotel / Leisure-Gulf Host",3
"37587","3798002370",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"37588","3798002371",2017-09-19,"Yummex-The Specialty Food Festival",3
"37589","3798002372",2017-09-19,"Gulf Host-Yummex-Crossover into Hotel / Leisure-Gulf Host",3
"37590","3798002372",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"37591","3798002373",2017-09-19,"Gulf Host-Yummex-Crossover into Hotel / Leisure-Gulf Host",3
"37592","3798002373",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"37593","3798002374",2017-09-19,"Gulf Host",3
"37594","3798002374",2017-09-20,"Gulf Host",4
"37595","3798002375",2017-09-19,"Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"37596","3798002376",2017-09-19,"Gulf Host",3
"37597","3798002376",2017-09-20,"Gulf Host",4
"37598","3798002377",2017-09-19,"Seafex",3
"37599","3798002377",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure",4
"37600","3798002378",2017-09-19,"Seafex",3
"37601","3798002378",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"37602","3798002379",2017-09-19,"Seafex-Gulf Host-Yummex",3
"37603","3798002380",2017-09-19,"Seafex-Gulf Host-Yummex",3
"37604","3798002381",2017-09-19,"Seafex",3
"37605","3798002382",2017-09-19,"Seafex-Gulf Host-Yummex",3
"37606","3798002383",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Yummex",3
"37607","3798002384",2017-09-19,"Gulf Host",3
"37608","3798002385",2017-09-19,"Gulf Host",3
"37609","3798002386",2017-09-19,"Gulf Host",3
"37610","3798002387",2017-09-19,"Gulf Host",3
"37611","3798002388",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37612","3798002389",2017-09-19,"Yummex",3
"37613","3798002390",2017-09-19,"Gulf Host",3
"37614","3798002391",2017-09-19,"Gulf Host",3
"37615","3798002392",2017-09-19,"Gulf Host",3
"37616","3798002393",2017-09-19,"Gulf Host",3
"37617","3798002394",2017-09-19,"Yummex-Seafex",3
"37618","3798002395",2017-09-19,"Gulf Host",3
"37619","3798002396",2017-09-19,"Gulf Host",3
"37620","3798002398",2017-09-19,"Yummex",3
"37621","3798002399",2017-09-19,"Gulf Host",3
"37622","3798002400",2017-09-19,"Gulf Host",3
"37623","3798002401",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"37624","3798002402",2017-09-19,"Gulf Host",3
"37625","3798002403",2017-09-19,"Gulf Host-Yummex",3
"37626","3798002404",2017-09-19,"Crossover into Hotel / Leisure-Yummex",3
"37627","3798002405",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"37628","3798002406",2017-09-19,"Gulf Host",3
"37629","3798002407",2017-09-19,"Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"37630","3798002408",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"37631","3798002409",2017-09-19,"Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"37632","3798002410",2017-09-19,"Gulf Host",3
"37633","3798002412",2017-09-19,"Seafex",3
"37634","3798002413",2017-09-19,"Gulf Host",3
"37635","3798002414",2017-09-19,"Seafex",3
"37636","3798002414",2017-09-20,"The Specialty Food Festival",4
"37637","3798002415",2017-09-19,"Gulf Host",3
"37638","3798002417",2017-09-19,"Gulf Host",3
"37639","3798002418",2017-09-19,"Gulf Host",3
"37640","3798002419",2017-09-19,"Gulf Host",3
"37641","3798002420",2017-09-19,"Yummex",3
"37642","3798002420",2017-09-20,"Gulf Host",4
"37643","3798002421",2017-09-19,"Seafex",3
"37644","3798002421",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"37645","3798002422",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"37646","3798002423",2017-09-19,"Seafex",3
"37647","3798002423",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"37648","3798002424",2017-09-19,"Gulf Host",3
"37649","3798002424",2017-09-20,"Gulf Host",4
"37650","3798002425",2017-09-19,"Seafex",3
"37651","3798002426",2017-09-19,"Yummex",3
"37652","3798002427",2017-09-19,"Gulf Host",3
"37653","3798002428",2017-09-19,"Yummex-Gulf Host-Yummex",3
"37654","3798002429",2017-09-19,"Gulf Host",3
"37655","3798002430",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host",3
"37656","3798002431",2017-09-19,"Gulf Host-Yummex",3
"37657","3798002432",2017-09-19,"Gulf Host",3
"37658","3798002434",2017-09-19,"Gulf Host",3
"37659","3798002435",2017-09-19,"Gulf Host",3
"37660","3798002436",2017-09-19,"Yummex-The Specialty Food Festival",3
"37661","3798002437",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"37662","3798002438",2017-09-19,"Gulf Host-Yummex-Seafex",3
"37663","3798002439",2017-09-19,"Gulf Host",3
"37664","3798002440",2017-09-19,"Seafex-Yummex",3
"37665","3798002441",2017-09-19,"Gulf Host-Yummex-Seafex",3
"37666","3798002442",2017-09-19,"Seafex-Crossover into Hotel / Leisure",3
"37667","3798002443",2017-09-19,"Seafex",3
"37668","3798002444",2017-09-19,"Seafex-Yummex",3
"37669","3798002445",2017-09-19,"Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"37670","3798002446",2017-09-19,"Seafex-Crossover into Hotel / Leisure",3
"37671","3798002447",2017-09-19,"Gulf Host",3
"37672","3798002448",2017-09-19,"Gulf Host",3
"37673","3798002449",2017-09-19,"Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"37674","3798002450",2017-09-19,"Seafex",3
"37675","3798002451",2017-09-19,"Gulf Host",3
"37676","3798002452",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host",3
"37677","3798002453",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"37678","3798002454",2017-09-19,"Yummex",3
"37679","3798002455",2017-09-19,"Gulf Host-Yummex",3
"37680","3798002456",2017-09-19,"Gulf Host-Yummex",3
"37681","3798002457",2017-09-19,"Yummex",3
"37682","3798002458",2017-09-19,"Gulf Host",3
"37683","3798002459",2017-09-19,"Seafex",3
"37684","3798002460",2017-09-19,"Seafex",3
"37685","3798002461",2017-09-19,"Seafex",3
"37686","3798002461",2017-09-20,"Seafex",4
"37687","3798002462",2017-09-19,"Seafex",3
"37688","3798002463",2017-09-19,"Yummex",3
"37689","3798002463",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex-The Specialty Food Festival",4
"37690","3798002464",2017-09-19,"Seafex-Crossover into Hotel / Leisure",3
"37691","3798002465",2017-09-19,"Seafex-Crossover into Hotel / Leisure",3
"37692","3798002466",2017-09-19,"Yummex",3
"37693","3798002467",2017-09-19,"Yummex",3
"37694","3798002468",2017-09-19,"Gulf Host-Seafex-The Specialty Food Festival-Gulf Host",3
"37695","3798002469",2017-09-19,"Gulf Host-Seafex-The Specialty Food Festival-Gulf Host",3
"37696","3798002470",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37697","3798002470",2017-09-20,"Yummex-Gulf Host-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"37698","3798002471",2017-09-19,"Yummex",3
"37699","3798002472",2017-09-19,"Seafex-The Specialty Food Festival-Crossover into Hotel / Leisure",3
"37700","3798002473",2017-09-19,"Seafex",3
"37701","3798002474",2017-09-19,"Gulf Host",3
"37702","3798002475",2017-09-19,"Gulf Host",3
"37703","3798002476",2017-09-19,"Gulf Host-Yummex",3
"37704","3798002477",2017-09-19,"Gulf Host-Yummex-Gulf Host",3
"37705","3798002478",2017-09-19,"Seafex-Yummex-Gulf Host-Yummex-Gulf Host",3
"37706","3798002478",2017-09-20,"The Specialty Food Festival-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37707","3798002480",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37708","3798002481",2017-09-19,"Gulf Host-Yummex-Gulf Host",3
"37709","3798002482",2017-09-19,"Gulf Host-Yummex",3
"37710","3798002483",2017-09-19,"Yummex",3
"37711","3798002484",2017-09-19,"Gulf Host",3
"37712","3798002485",2017-09-19,"Yummex",3
"37713","3798002486",2017-09-19,"Yummex-The Specialty Food Festival",3
"37714","3798002487",2017-09-19,"Yummex-The Specialty Food Festival",3
"37715","3798002488",2017-09-19,"The Specialty Food Festival-Crossover into Hotel / Leisure",3
"37716","3798002489",2017-09-19,"Gulf Host-Yummex",3
"37717","3798002490",2017-09-19,"Seafex",3
"37718","3798002492",2017-09-19,"Crossover into Hotel / Leisure",3
"37719","3798002493",2017-09-19,"Gulf Host",3
"37720","3798002494",2017-09-19,"Yummex",3
"37721","3798002494",2017-09-20,"Yummex",4
"37722","3798002495",2017-09-19,"Gulf Host",3
"37723","3798002496",2017-09-19,"Crossover into Hotel / Leisure",3
"37724","3798002497",2017-09-19,"Yummex",3
"37725","3798002497",2017-09-20,"Yummex",4
"37726","3798002498",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37727","3798002499",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37728","3798002499",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Gulf Host",4
"37729","3798002500",2017-09-19,"Crossover into Hotel / Leisure",3
"37730","3798002501",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure",4
"37731","3798002503",2017-09-19,"Gulf Host",3
"37732","3798002504",2017-09-19,"Seafex",3
"37733","3798002505",2017-09-19,"Gulf Host",3
"37734","3798002506",2017-09-19,"Seafex",3
"37735","3798002507",2017-09-19,"Gulf Host",3
"37736","3798002508",2017-09-19,"Seafex",3
"37737","3798002509",2017-09-19,"Seafex",3
"37738","3798002510",2017-09-19,"Seafex",3
"37739","3798002511",2017-09-19,"Gulf Host",3
"37740","3798002512",2017-09-19,"Gulf Host",3
"37741","3798002513",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37742","3798002514",2017-09-19,"Yummex",3
"37743","3798002514",2017-09-20,"Yummex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37744","3798002515",2017-09-19,"Seafex",3
"37745","3798002516",2017-09-19,"Gulf Host",3
"37746","3798002517",2017-09-19,"Gulf Host",3
"37747","3798002518",2017-09-19,"The Specialty Food Festival-Crossover into Hotel / Leisure",3
"37748","3798002519",2017-09-19,"Gulf Host",3
"37749","3798002520",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"37750","3798002521",2017-09-19,"Gulf Host",3
"37751","3798002523",2017-09-19,"Gulf Host",3
"37752","3798002524",2017-09-19,"Yummex",3
"37753","3798002525",2017-09-19,"Gulf Host",3
"37754","3798002526",2017-09-19,"Yummex",3
"37755","3798002527",2017-09-19,"Yummex",3
"37756","3798002528",2017-09-19,"Gulf Host",3
"37757","3798002529",2017-09-19,"The Specialty Food Festival",3
"37758","3798002530",2017-09-19,"Gulf Host",3
"37759","3798002531",2017-09-19,"Gulf Host",3
"37760","3798002534",2017-09-19,"Gulf Host",3
"37761","3798002534",2017-09-20,"Gulf Host",4
"37762","3798002535",2017-09-19,"Gulf Host",3
"37763","3798002536",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37764","3798002537",2017-09-19,"Seafex",3
"37765","3798002539",2017-09-20,"Seafex-The Specialty Food Festival-Yummex",4
"37766","3798002540",2017-09-20,"Seafex-The Specialty Food Festival-Yummex-The Specialty Food Festival",4
"37767","3798002541",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37768","3798002542",2017-09-20,"Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37769","3798002543",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37770","3798002544",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37771","3798002545",2017-09-20,"Yummex",4
"37772","3798002546",2017-09-20,"Gulf Host",4
